ID,edf,ref.df,pval,r2,padj,symbol,chr,start.true,end.true
ENSMUSG00000003200,1.0000000003520786,1.0000000006603598,0.9314908463805698,0.05560005317766792,0.9550910568879543,Sh3gl1,17,56016752.99999999,56036637
ENSMUSG00000003208,2.2144135914178467,2.8140312542948203,0.5936715165209703,0.05946845621125585,0.6871198107881601,Ccdc94,17,55959187,55967949
ENSMUSG00000003226,2.9511980220738034,3.7615272779972915,6.816458706676576e-5,0.10360388311849977,0.0012861242842785994,Ranbp2,10,58446852,58494155
ENSMUSG00000003228,1.000000000821504,1.0000000016502708,0.0997307465365973,0.06104353877395774,0.2191884539265875,Grk5,19,60889748.99999999,61092552.99999999
ENSMUSG00000003233,5.863356552742076,7.029941570044624,6.905082551751374e-4,0.10235576032353533,0.0062773477743194315,Dvl3,16,20516982,20532519.999999996
ENSMUSG00000003234,1.0000000004301102,1.000000000890547,0.014108318136226983,0.0676774071853602,0.05496440630685584,Abcf3,16,20548576.999999996,20561379
ENSMUSG00000003235,1.2866748344760663,1.5275514207135343,0.13930675541615606,0.062371147221981116,0.280295282527477,Eif2b5,16,20498817,20509954.999999996
ENSMUSG00000003269,4.232772042248974,5.267895170014572,0.4754528310159279,0.06387195928354472,0.5951292279856204,Cyth2,7,45806636.99999999,45814581
ENSMUSG00000003283,2.1626313008493376,2.7496289970692525,0.02272206829529788,0.07484733561765766,0.07808270891854942,Hck,2,153108468,153151441
ENSMUSG00000003299,1.6285634653481698,2.0538014372413778,0.5633369553704775,0.058246635827644555,0.6674608475953524,Mrpl4,9,21002737,21008834.999999996
ENSMUSG00000003308,1.000000001126944,1.0000000022318454,0.035397464537616496,0.06448383756470455,0.10586383044155341,Keap1,9,21229730,21239331.999999996
ENSMUSG00000003316,2.267015919371507,2.9335109054997,0.021853132378351403,0.07487137971410607,0.0761433183914683,Glg1,8,111154421,111259216
ENSMUSG00000003344,1.0000000007863517,1.0000000015663257,0.342341731967863,0.05740480775557233,0.4845175234445369,Btbd2,10,80642617,80657071
ENSMUSG00000003345,4.845169148731011,5.978551872822202,0.4415913739716027,0.06482567210187473,0.564039514632875,Csnk1g2,10,80622779.99999999,80640771
ENSMUSG00000003346,5.242623442715404,6.354537073810396,0.030023745552740233,0.08103146781168791,0.09411832461674054,Abhd17a,10,80583654,80590341
ENSMUSG00000003348,1.0000000083533287,1.0000000166945489,0.12169462540892695,0.06041172714551479,0.25353046960193115,Mob3a,10,80685256,80701820
ENSMUSG00000003355,2.470483034775121,3.1396055538984533,0.12722876851763437,0.06792497128040342,0.26205025314425356,Fkbp11,15,98724373,98728197.99999999
ENSMUSG00000003360,1.505481552505588,1.87148707880877,0.02353053585917725,0.07098783397084973,0.08003583625570491,Ddx23,15,98645134,98662889
ENSMUSG00000003363,1.000000000317158,1.000000000634319,0.0359241636065224,0.06443341201594854,0.10691715359084047,Pld3,7,27532000,27553217.999999996
ENSMUSG00000003378,2.780208011108121,3.5413498532292813,0.49586612055300205,0.06111050737002055,0.6144561592974003,Grik5,7,25009853,25072369
ENSMUSG00000003380,6.672829602165545,7.748380049891744,0.12735642302810724,0.07462087962697639,0.26205025314425356,Rabac1,7,24969749.999999996,24972728
ENSMUSG00000003382,2.9646570061163176,3.769299270102575,0.08887163740460013,0.07067743519587855,0.2027817715641559,Etv3,3,87525407,87540156
ENSMUSG00000003402,1.0000000046010475,1.000000009201431,0.07945741424954456,0.06177858842199535,0.1873995619093032,Prkcsh,9,22003035,22014219
ENSMUSG00000003420,4.252432481895481,5.301150763195087,0.06147130134159845,0.07561374079170402,0.15489969108931137,Fcgrt,7,45092993,45103822
ENSMUSG00000003421,1.6256921380333071,2.05007386869041,0.20908679445020528,0.062372819152945014,0.359255660567363,Nosip,7,45062428.99999999,45078503
ENSMUSG00000003423,1.619550192669842,2.0436789565349915,0.5629180422420599,0.058344324987741225,0.6674608475953524,Pih1d1,7,45154303,45160069
ENSMUSG00000003429,1.518687985521764,1.8939537138843978,0.6529007316517124,0.05752675690280984,0.732347294099828,Rps11,7,45122388,45124389
ENSMUSG00000003435,1.0000000004546,1.0000000009093568,0.0016335460747840536,0.07541667191998569,0.011837290396985896,Supt5,7,28314898,28338718.999999996
ENSMUSG00000003437,2.666124426925501,3.4106078062522633,0.016196275472493138,0.07753467168694361,0.06088825365598924,Paf1,7,28392951,28399388
ENSMUSG00000003438,1.2870657852268161,1.5276948078083439,0.8171080445598206,0.05652662991222057,0.8674183063267734,Timm50,7,28305515.999999996,28312071.999999996
ENSMUSG00000003444,1.4616538007294584,1.8015561018373931,0.7297572499902251,0.05712366471517205,0.7976616985751637,Med29,7,28386146,28392708
ENSMUSG00000003458,1.4105901614135088,1.729044130725967,0.3614537768160917,0.05956372972355384,0.5040240239660432,Ncstn,1,172066013,172082795
ENSMUSG00000003464,1.0001675213382286,1.0003350246725398,0.09666588230571949,0.06114508881314884,0.21481307179048775,Pex19,1,172126755,172136493
ENSMUSG00000003477,1.0000000004228917,1.0000000009404768,0.004323552361333083,0.07189187391865559,0.024934424965049183,Inmt,6,55170626,55175042.99999999
ENSMUSG00000003500,1.000000000500645,1.0000000010012926,0.08412579195878411,0.06159267007647695,0.19609741715334292,Impdh1,6,29200433.999999996,29216364
ENSMUSG00000003518,1.0000000014382548,1.0000000028225835,0.9073211644006196,0.05561250208334778,0.9363479508778325,Dusp3,11,101971143,101987012.99999999
ENSMUSG00000003526,1.4972394105618814,1.8612714080542232,0.7546649504370193,0.05708858144309059,0.816369971202918,Prodh,16,18060357,18090203
ENSMUSG00000003527,1.000000000344447,1.000000000759368,0.4104914122438563,0.056952526076861076,0.5415453987385968,Dgcr14,16,17900710.999999996,17911348
ENSMUSG00000003528,2.812365262484589,3.5528415232282207,0.19945113631054484,0.06627758150522478,0.34869079774570777,Slc25a1,16,17925211,17928219
ENSMUSG00000003531,2.2011547389871438,2.8275072546310778,0.2907857777316143,0.06359731499458232,0.4420931467403548,Dgcr6,16,18052860,18071631.999999996
ENSMUSG00000003546,1.0000000004536194,1.0000000009072456,0.7250926662130748,0.05583491104153926,0.7968051277066757,Klc4,17,46630631,46645143.99999999
ENSMUSG00000003549,1.9739837029506822,2.517453493505933,0.3070825722456057,0.06237028064452521,0.4569681134607228,Ercc1,7,19344777.999999996,19356524
ENSMUSG00000003555,3.5896882972457935,4.494006335073348,0.11251231401873252,0.07112050138085113,0.23887964759815822,Cyp17a1,19,46667165,46672974
ENSMUSG00000003559,5.362214083474338,6.521647763206003,0.3425538890752876,0.06671533201230229,0.4845175234445369,As3mt,19,46707443,46741095
ENSMUSG00000003573,1.7911806021215302,2.2745948031277474,0.3180044743559363,0.06127747842749143,0.46594929288940234,Homer3,8,70282827,70294361
ENSMUSG00000003575,2.4044176272180895,3.080339221055464,0.035435894342566554,0.07341957894675988,0.10586383044155341,Crtc1,8,70382354.99999999,70439579
ENSMUSG00000003581,1.0000000009715615,1.0000000019431219,0.741783740735135,0.05580441436463157,0.8045376797561117,Rnf215,11,4135201.9999999995,4141172
ENSMUSG00000003585,7.793865958665192,8.620650183765335,0.03916322142036377,0.08327977155800304,0.11355668511530574,Sec14l2,11,4097038.9999999995,4123414.9999999995
ENSMUSG00000003604,1.0000000003233303,1.0000000006467884,0.9887537495941908,0.0555855243198613,0.9927246481869386,Aven,2,112492964,112634572.99999999
ENSMUSG00000003617,1.550616872671553,1.9342088595388247,0.6491928838802459,0.05757935361022548,0.7309656204974736,Cp,3,19957054,20009145
ENSMUSG00000003623,3.1659369993262323,4.035119319282517,8.430781808621557e-6,0.1122610123092076,2.1617389252875788e-4,Crot,5,8966033,8997323.999999998
ENSMUSG00000003644,1.0000000005253673,1.0000000010507342,0.002094570778732152,0.07451293848218188,0.014404744306772053,Rps6ka1,4,133847289.99999999,133887797
ENSMUSG00000003660,1.4439731824689428,1.7810347050514945,6.5443864288861064e-6,0.10750318780575918,1.9248195379076782e-4,Snrnp200,2,127208385.99999999,127240451
ENSMUSG00000003662,1.0000000011953925,1.0000000023909905,0.06329628371647827,0.06252660137084565,0.1574534420807917,Ciao1,2,127240938,127247816
ENSMUSG00000003680,1.0000000003768255,1.000000000753654,0.2800779162192445,0.057939100743738314,0.43762174409256954,Taf6l,19,8772522,8786417
ENSMUSG00000003721,1.000000001710001,1.0000000033586942,0.6121745105277898,0.0561041967770326,0.7028409994578527,Insig2,1,121304352.99999999,121332589
ENSMUSG00000003731,1.0000000003776486,1.0000000007377148,0.007386804658192192,0.0699717013543194,0.035685046657933296,Kpna6,4,129643980,129672767
ENSMUSG00000003746,1.0000000003935074,1.000000000787182,0.32366789719202,0.057550823083859726,0.4711323103231732,Man1a,10,53904788,54075796
ENSMUSG00000003752,3.9799137731128473,4.943725859240781,8.680640406563134e-4,0.09581478547567823,0.007233867005469278,Itpkc,7,27207172,27228628
ENSMUSG00000003762,1.00000000170469,1.0000000034093794,0.8866260433643403,0.05562618677373943,0.91783234302726735,Adck4,7,27233023,27262252
ENSMUSG00000003778,1.0000000003384586,1.0000000006771899,0.012128088211210919,0.06821071978491422,0.050324017473904234,Brd8,18,34598614.99999999,34624601
ENSMUSG00000003808,1.0000000004976257,1.0000000009955068,0.0052703096275328876,0.07118012810031027,0.028183473944026136,Farsa,8,84856989,84869256.99999999
ENSMUSG00000003809,1.0000000006038052,1.0000000012080488,0.30323299084117017,0.057723883959903244,0.45394160305564396,Gcdh,8,84886393,84893920.99999999
ENSMUSG00000003810,1.6984588355806098,2.151347745800625,0.5395674807674153,0.05879901796650877,0.6496774551304687,Mast2,4,116306761.99999999,116464182.99999999
ENSMUSG00000003812,3.474392471486999,4.353276274306767,0.19704119913567547,0.06764372794955265,0.34568631427311486,Dnase2a,8,84908560,84922915
ENSMUSG00000003813,1.0000000003613794,1.0000000007176781,0.9566346902621987,0.05559109633590398,0.9702177386026356,Rad23a,8,84834019,84840665
ENSMUSG00000003814,2.045865853185845,2.5677922799943738,0.05262707789817467,0.07024947810061433,0.13959437108269143,Calr,8,84841850,84846933.99999999
ENSMUSG00000003824,1.256393585548182,1.476980266242483,0.15248864441364784,0.06177076386594038,0.29609445517213173,Syce2,8,84872110.99999999,84888221
ENSMUSG00000003847,2.1494810000706783,2.7605948420367983,6.931601756798855e-6,0.11062316318228604,1.980457644799673e-4,Nfat5,8,107293470,107379517
ENSMUSG00000003848,1.0000000003754799,1.000000000750963,0.00613053247719475,0.07063809529906984,0.03127822692446301,Nob1,8,107412486,107425051
ENSMUSG00000003849,1.0000000005599248,1.0000000011278616,0.8671491311529167,0.05564165071369853,0.9034690745838284,Nqo1,8,107388224.99999999,107403206
ENSMUSG00000003865,2.4646764906393566,3.1246128150269272,0.28110863413373977,0.06418494681263065,0.4377668784708846,Gys1,7,45434844,45456619
ENSMUSG00000003868,1.0000000003009384,1.0000000006025336,0.03532370236737947,0.06449096180256741,0.10586383044155341,Ruvbl2,7,45421852,45438095.99999999
ENSMUSG00000003873,1.000000002421935,1.0000000048438724,0.20559206213437153,0.05881624061415158,0.3556956092290165,Bax,7,45461695,45466898
ENSMUSG00000003923,5.230211814738213,6.365604594546578,0.39234747970429124,0.06577068525153518,0.5294837782783958,Tfam,10,71225464,71238280
ENSMUSG00000003948,1.4850054754081057,1.8414654854578962,0.1560061693391771,0.06306468752119787,0.29829095475942086,Mmd,11,90187683.99999999,90278589
ENSMUSG00000003949,1.000000000416054,1.0000000007498377,0.2444066461269382,0.05831843605967002,0.39471157291890774,Hlf,11,90336536,90390895
ENSMUSG00000003955,1.1274814819576828,1.2445604222419864,0.3274629899851406,0.05833724506600657,0.4724104706857505,Fam162a,16,36043844,36071515
ENSMUSG00000003970,1.8880191328937175,2.4050718438000214,0.33762374424117797,0.06147691799567312,0.48094550461706265,Rpl8,15,76904071,76906318
ENSMUSG00000003992,1.0000000035972072,1.0000000072053834,0.0014376242982117593,0.07588202193753935,0.01090486686166721,Ssbp2,13,91460282.99999999,91703429
ENSMUSG00000004018,1.0000000003857292,1.0000000007114853,0.6187063170634091,0.05608535803107695,0.7093809960188472,Fancl,11,26386135,26471876
ENSMUSG00000004032,1.0000000004633853,1.0000000009354124,0.7103582267039287,0.05586369841979755,0.7840598528740935,Gstm5,3,107895821,107898686
ENSMUSG00000004035,1.0010912512937193,1.0021817464095608,0.14848990586141914,0.059798711989038744,0.29213321145674714,Gstm7,3,107926334,107931817
ENSMUSG00000004038,2.108086054307042,2.647966468765748,0.17917270194731622,0.06498095088270273,0.32576854899512037,Gstm3,3,107963696,107969282.99999999
ENSMUSG00000004040,1.8954801775053745,2.425724415687188,0.10492502009203425,0.06656624501372599,0.22809786976529184,Stat3,11,100885098,100939540
ENSMUSG00000004043,2.1030967365045248,2.689375680327687,0.07271577247208294,0.0694131595570745,0.17396117816287784,Stat5a,11,100859350.99999999,100885168.99999999
ENSMUSG00000004044,1.0000000005112262,1.0000000009975056,0.5628587932007058,0.056261179140559725,0.6674608475953524,Ptrf,11,100956733,100970886.99999999
ENSMUSG00000004054,1.0198807995200552,1.039528947036767,0.10573089295062005,0.06103922003230966,0.2293511777670717,Map3k11,19,5689131,5702862
ENSMUSG00000004056,1.00000000074249,1.0000000014700563,0.6875467682913627,0.05591183167681091,0.7654311466268953,Akt2,7,27591552,27640825.999999996
ENSMUSG00000004069,1.0000000005111758,1.0000000010228312,0.17066344168113579,0.059369529196587556,0.31604341052062185,Dnaja3,16,4639989,4707695
ENSMUSG00000004070,1.7883308039039363,2.267017426130418,0.17035912608623593,0.06389747438704463,0.31604341052062185,Hmox2,16,4726361,4766742
ENSMUSG00000004071,1.0000000017788846,1.0000000035577687,0.08898966684348475,0.061410435408879804,0.2027817715641559,Cdip1,16,4750348,4790292
ENSMUSG00000004085,1.52911892824561,1.9091197326706881,0.3493559506965082,0.06018421227447002,0.4906684700793655,Zak,2,72285637,72442610
ENSMUSG00000004096,1.0000000004201606,1.0000000008452066,0.5758272433551764,0.056217272972693744,0.6726953777513743,Cwc15,9,14500617,14510577
ENSMUSG00000004098,2.189512576642829,2.7717051714690495,0.029388619538507077,0.07370527262918491,0.0938494098009674,Col5a3,9,20770049.999999996,20815067
ENSMUSG00000004099,1.9642560205667536,2.5121690193275077,0.162178042666072,0.06509535924218346,0.304274001249666,Dnmt1,9,20907206,20959888
ENSMUSG00000004100,1.0000000030434215,1.000000006086843,0.02701344469308231,0.06541198691552108,0.08886001543777075,Ppan,9,20888175,20892177.999999996
ENSMUSG00000004105,4.728028473083953,5.835144297663466,0.03830181501362395,0.08002244017524107,0.1123220381631201,Angptl2,2,33216068.999999996,33247717
ENSMUSG00000004127,2.800792941120234,3.579611450108135,0.3063573597327787,0.06420891658667616,0.456884200967773,Trmt10a,3,138143448,138159821
ENSMUSG00000004187,1.0000000015975397,1.0000000031976617,0.010418289739243136,0.06874849040182007,0.04529691190975276,Kifc2,15,76660641,76668196
ENSMUSG00000004207,1.0000000004458782,1.0000000008617544,0.03803849583470137,0.0642384712174987,0.11187792892559227,Psap,10,60277626.99999999,60302597
ENSMUSG00000004221,3.0154421873406667,3.828008884997582,2.613813945551158e-4,0.09793092415201377,0.003226930796976738,Ikbkg,X,74393290,74453854
ENSMUSG00000004233,1.0000000012508725,1.0000000025017446,0.41986783932978267,0.05689868121838937,0.5510076631624444,Wars2,3,99141067.99999999,99239185.99999999
ENSMUSG00000004263,2.3208482955744802,2.963864395119912,0.1605861083431005,0.0667959730444152,0.30244218842113424,Atn1,6,124742544,124756524
ENSMUSG00000004264,1.0000000010400967,1.0000000020106643,0.5214821987535565,0.056414955119238996,0.6375088004322207,Phb2,6,124712336,124716950
ENSMUSG00000004266,1.0000000395609727,1.000000079121945,0.1863589779542063,0.0591060443859347,0.3357819422598312,Ptpn6,6,124720706.99999999,124738713.99999999
ENSMUSG00000004268,1.0000000044369715,1.000000008873026,0.42603112303134516,0.056864251582522396,0.5540066619393305,Emg1,6,124704084.99999999,124712178
ENSMUSG00000004270,1.6692883812553803,2.1079346242736987,0,0.13955008873798025,0,Lpcat3,6,124663027,124704417.99999999
ENSMUSG00000004285,1.3418226860997373,1.6164840891718575,0.7290141674548368,0.05696723830716133,0.7976616985751637,Atp6v1f,6,29467717.999999996,29470512
ENSMUSG00000004317,6.829966870466195,7.946124591342949,0.15396499952911513,0.07378669882903555,0.29722972882068555,Clcn5,X,7153810,7319357.999999999
ENSMUSG00000004319,1.000000000336145,1.0000000006422032,0.10289901222147413,0.06094347776854625,0.22467033236129724,Clcn3,8,60910388.99999999,60983300
ENSMUSG00000004356,1.000000001397959,1.000000002795921,0.11038311239178794,0.06071988680461615,0.23535844859656277,Utp20,10,88746607,88826814
ENSMUSG00000004359,2.1326197598592795,2.6805909749431542,2.852118392719927e-4,0.09405294850059498,0.0034781931618535693,Spic,10,88674771.99999999,88685015
ENSMUSG00000004364,1.000000000406641,1.0000000008115455,0.01849550525018362,0.06672777026088161,0.06799818106685154,Cul3,1,80264923,80340480
ENSMUSG00000004383,1.8021456927477952,2.2913538043064503,0.006287227727525824,0.07794687376727327,0.03181700985530321,Large,8,72814599,73353540
ENSMUSG00000004393,1.0000000019976507,1.0000000040156531,0.3188742256990891,0.057590114726687736,0.46619038844896066,Ddx56,11,6258919,6267772
ENSMUSG00000004394,1.0000000015713726,1.0000000031427414,0.5696519710629804,0.056237936834942825,0.6701180931295516,Tmed4,11,6270369,6274870
ENSMUSG00000004446,1.000000000475249,1.0000000009533392,0.021720125200368423,0.06616758266832401,0.0759444937075819,Bid,6,120891929.99999999,120916852.99999999
ENSMUSG00000004451,1.0000000005902994,1.0000000011227175,0.03924319195691506,0.06413239455673436,0.11355668511530574,Ralb,1,119470305,119504793.99999999
ENSMUSG00000004455,1.0000000003914067,1.000000000782814,0.8706338212505176,0.0556386982403817,0.9059665153491337,Ppp1cc,5,122158278,122175272.99999999
ENSMUSG00000004460,3.3236177485768317,4.183389455758295,0.002449231695512588,0.08893328418363955,0.01604171084445023,Dnajb11,16,22857844.999999996,22879634
ENSMUSG00000004462,1.9048627585521363,2.438041636808719,3.9282639819987475e-4,0.09076415551651518,0.004413779755054773,Tbccd1,16,22813215,22857568.999999996
ENSMUSG00000004473,1.0000000013698511,1.0000000027397,0.015357815054875823,0.06737904093484115,0.05874278307115955,Clec11a,7,44303770,44306959
ENSMUSG00000004500,1.000719218654742,1.0014381095820348,0.0015167603312601918,0.07570230340821138,0.01122092208402525,Zfp324,7,12965838,12974236
ENSMUSG00000004530,2.446604875820293,3.1392795479692146,0.0651972721832586,0.07161895109025229,0.16058441424447933,Coro1c,5,113842435.99999999,113908757.99999999
ENSMUSG00000004535,1.5503996815763488,1.9563625160597093,0.11969312047774683,0.06444274617001611,0.2509289737478969,Tax1bp1,6,52713729,52766780
ENSMUSG00000004552,4.1398442224703595,5.094113189500461,0,0.14145880598262517,0,Ctse,1,131638306,131675504.99999999
ENSMUSG00000004558,1.0000000005404137,1.0000000010859245,7.630480181819443e-6,0.09532293956730664,2.0914769458355397e-4,Ndrg2,14,51905271,51913488
ENSMUSG00000004561,2.0053557343110358,2.5683706914261704,0.1020664488204085,0.06727177915024807,0.22334015059170348,Mettl17,14,51884842,51893038.99999999
ENSMUSG00000004562,1.0000000042881152,1.0000000085542478,0.649828436622254,0.056001414361903645,0.7309656204974736,Arhgef40,14,51984719,52006251
ENSMUSG00000004565,1.0000000003153735,1.0000000006344116,2.2818364201404595e-4,0.08263339657323177,0.0030424485601872795,Pnpla6,8,3515383.9999999995,3544266
ENSMUSG00000004567,1.1169880301522819,1.225787035360373,0.5367091748182485,0.056982816366737965,0.6481994864954692,Mcoln1,8,3500457,3515231.9999999995
ENSMUSG00000004568,1.0000000004890606,1.0000000009772947,0.0014503472926017391,0.0758499152750155,0.01090486686166721,Arhgef18,8,3393005.9999999995,3456601
ENSMUSG00000004591,1.0993505212071437,1.1932178520604662,0.07066160560673757,0.06319048050914566,0.17038906160903006,Pkn2,3,142790902,142882004
ENSMUSG00000004610,1.0000000003557845,1.000000000572706,0.9288098500778078,0.05560124774258435,0.9536035421743406,Etfb,7,43444108,43457800
ENSMUSG00000004626,1.1919825299652653,1.3622667540412334,0.636845432560238,0.056946811551509824,0.7212292554476081,Stxbp2,8,3630954.9999999995,3643643.9999999995
ENSMUSG00000004631,1.0000000014705992,1.000000002941197,0.266095921680749,0.058080249732939127,0.4207336224269705,Sgce,6,4674350,4747206.999999999
ENSMUSG00000004633,1.0000000007129624,1.0000000014293746,0.043573816496866646,0.06377738575607372,0.1217145712202979,Chn2,6,54039553.99999999,54301809.99999999
ENSMUSG00000004637,5.483099858321673,6.595031776692588,0.3975163934243239,0.06606913612831777,0.5304244439220549,Wwox,8,114439655,115352708
ENSMUSG00000004642,1.0000000002910538,1.0000000005830683,0.9845473769993985,0.05558588076961879,0.9894948512556768,Slbp,5,33634952,33652574
ENSMUSG00000004655,1.0000000045319508,1.0000000090643448,0.005460297260476699,0.07105305962015351,0.028858491328644858,Aqp1,6,55336431.99999999,55348555
ENSMUSG00000004661,1.0000000011146901,1.00000000222948,0.013872044994476584,0.06773686379507082,0.054614350371955056,Arid3b,9,57790352.99999999,57836793
ENSMUSG00000004665,3.912113560870876,4.876571522658497,0.07354639904844856,0.07348887872761223,0.17511047392487752,Cnn2,10,79988584,79996062
ENSMUSG00000004667,1.0000000026898792,1.0000000053797624,0.22894264124171487,0.058504584034173246,0.3786956576143825,Polr2e,10,80035949,80039795
ENSMUSG00000004677,2.893033620495739,3.6868952724750272,0.0054087103619536725,0.0852382075054362,0.028769735967838682,Myo9b,8,71272714,71360711.99999999
ENSMUSG00000004707,2.5806236034264147,3.246582539537697,0.0011197570394932965,0.08861421993293728,0.00888696063089918,Ly9,1,171588623.99999997,171607410
ENSMUSG00000004730,3.751677960104818,4.711344223995335,0.1949029559897526,0.068060876932304,0.3444919221849673,Adgre1,17,57358686,57483529
ENSMUSG00000004748,1.0000000004176575,1.0000000008389511,0.2853959380517865,0.057887719095103596,0.4390706739258254,Mtfp1,11,4091480,4095445
ENSMUSG00000004768,1.2402354100061757,1.4469413610792308,0.05351745319042828,0.0657270131683908,0.140835403132706,Rab23,1,33719887,33742564
ENSMUSG00000004771,1.2596113506823523,1.480609763602943,0.6631247927558601,0.057064244119574004,0.7417503274674051,Rab11a,9,64715299,64737758
ENSMUSG00000004788,1.4831677028229402,1.8402450716794267,0.659657684699128,0.057486958321092074,0.7386984151166047,Eif2b2,12,85219481,85226627.99999999
ENSMUSG00000004789,1.000000000435094,1.0000000008701935,0.2917814768486342,0.057827602339689754,0.4420931467403548,Dlst,12,85110833,85134091
ENSMUSG00000004798,1.0000000004696121,1.0000000008579608,0.0032221868489026306,0.07295238466950482,0.019647480785991652,Ulk2,11,61775648.99999999,61855073
ENSMUSG00000004814,1.3961620729174666,1.6989993003524761,0.5116489299877478,0.05823470207837811,0.6292441411891679,Ccl24,5,135569936.99999997,135573049
ENSMUSG00000004815,1.1122384906824245,1.2165034230529785,0.009617470291675645,0.07091143966175584,0.04312766946939751,Dgkq,5,108646693,108669671.99999999
ENSMUSG00000004837,1.0000000004919407,1.0000000009838854,0.7270233782560707,0.055831269418804896,0.7976616985751637,Grap,11,61653265,61672784
ENSMUSG00000004843,8.356346460434889,8.890107551826725,1.3099447244757645e-5,0.12421039318955818,3.194987132867718e-4,Chmp2b,16,65539132.99999999,65562697
ENSMUSG00000004846,1.000000000469445,1.0000000008867742,0.6342533599929093,0.05604224342806796,0.7199243586752659,Plod3,5,136987019,136996648
ENSMUSG00000004849,3.18380893346435,4.005560485213625,0.012252907234560129,0.08023529341440616,0.05042348656197584,Ap1s1,5,137034993,137046135
ENSMUSG00000004865,1.000000000353791,1.0000000007062226,0.15554050814332193,0.059651070363955894,0.29829095475942086,Srpk1,17,28587647.999999996,28622521
ENSMUSG00000004880,1.680168115626956,2.124588787585913,3.338411388337237e-5,0.09803211883383667,6.955023725702576e-4,Lbr,1,181815335,181843046
ENSMUSG00000004895,1.0000000006943328,1.00000000138824,0.40550289014780166,0.05698191634867522,0.5378022415753337,Prcc,3,87858903,87885607.99999999
ENSMUSG00000004896,1.000000000369142,1.0000000007386194,0.03742245645360753,0.06429407588109692,0.11039072700179213,Rrnad1,3,87922601,87930717
ENSMUSG00000004897,5.8569744288941035,7.047205818585442,0.2410590923388981,0.0706520324521227,0.390695449495783,Hdgf,3,87906320.99999999,87916131.99999999
ENSMUSG00000004929,1.0000000054038116,1.0000000108076241,0.35470078803702804,0.057313924012164175,0.49539216206288833,Thop1,10,81070034.99999999,81082559
ENSMUSG00000004931,1.0000000004440044,1.000000000876471,0.14783769808615072,0.05980667346307811,0.2915930928720922,Apba3,10,81268172,81273246
ENSMUSG00000004934,1.0000000002898948,1.000000000658812,0.03694248774697928,0.06433806796180885,0.10929730102656592,Pias4,10,81153266,81167923
ENSMUSG00000004936,4.810107146233032,5.935636372824728,0.2817197557882046,0.06741237728515215,0.4377668784708846,Map2k1,9,64185769.99999999,64253631
ENSMUSG00000004937,1.000000001109183,1.0000000022183637,0.39381623509875185,0.05705287584778629,0.5301673737070124,Sgta,10,81044074.99999999,81060178
ENSMUSG00000004945,1.1511321093495923,1.2880414391833472,0.5296578189883421,0.05720083597518977,0.6427886152771142,Tmem242,17,5410870,5440259
ENSMUSG00000004947,1.9511797053954028,2.503879435913167,0.028100463387065677,0.07256494220156129,0.09064665608730862,Dtx2,5,135994800,136032872
ENSMUSG00000004951,1.0000000024643345,1.0000000049398445,0.7551422233626991,0.05578158242744502,0.816369971202918,Hspb1,5,135887918.99999997,135889562.99999997
ENSMUSG00000004952,2.818403586437441,3.5674240820343135,9.327501529043936e-6,0.11198961656572826,2.331875382260984e-4,Rasa4,5,136083916,136111860
ENSMUSG00000004980,1.9604329726999037,2.518562546712107,1.7729622773576814e-4,0.09461906449974766,0.0025695105468951907,Hnrnpa2b1,6,51460932,51469894
ENSMUSG00000004994,1.000000000650982,1.0000000013251031,0.06863805589736788,0.06225876809507902,0.16659722305186378,Ccdc130,8,84257795,84270380
ENSMUSG00000004996,1.686207870512831,2.1350051198715327,0.4845207271931922,0.05919172569942954,0.6026377203895426,Mri1,8,84249906,84257325.99999999
ENSMUSG00000005034,5.179322857509846,6.342399706505746,0.4760557149193207,0.06468798000330789,0.5951292279856204,Prkacb,3,146729574,146812989.99999997
ENSMUSG00000005043,7.808497430144099,8.646886908077061,0.03481431157795306,0.08445843236917061,0.10549791387258503,Sgsh,11,119343425,119355536
ENSMUSG00000005054,6.676418971305633,7.773603165863576,0.0057567538083782566,0.09243140315282672,0.0297834877583695,Cstb,10,78425670,78427619
ENSMUSG00000005069,1.0000000004770293,1.000000000938932,0.40766743552998413,0.05696909910899539,0.5385302979260028,Pex5,6,124396816,124415067
ENSMUSG00000005078,5.828314815195801,7.013324153069798,0.33282686119657584,0.0677150786145968,0.47682931403520895,Jkamp,12,72085589,72101461
ENSMUSG00000005087,1.4261312092664478,1.745335026405006,0.01254892310012623,0.07280315775953039,0.05143001270543537,Cd44,2,102811140.99999999,102901665
ENSMUSG00000005089,1.0000000006606777,1.0000000013281383,0.07215055623192118,0.06209449825450386,0.1730229166233122,Slc1a2,2,102658659,102790784
ENSMUSG00000005102,1.0000000009595875,1.0000000019191766,0.0715300892860607,0.06212288653889708,0.17194733001456897,Eif2ak4,2,118388618,118475234
ENSMUSG00000005103,1.0000000004366625,1.0000000008733256,0.5339946819807292,0.05636615637442255,0.645700945563155,Wdr1,5,38526813,38563221
ENSMUSG00000005107,1.5653230214415377,1.9642789149297422,0.6675148794408126,0.05755248794682122,0.7458266809394554,Slc2a9,5,38349273,38503143
ENSMUSG00000005125,3.396558214299854,4.276393964803298,1.5120492046771794e-6,0.12222914580766742,6.300205019488248e-5,Ndrg1,15,66929321,66969640
