phenotypes,gene,chromosome,start,end,minP,CHOL:pValue,CHOL:zStat,CHOL:nParam,CHOL:subjects,chiSquared
["CHOL"],"PDHB","3",58413357,58419584,5.329183879306309e-32,5.329183879306309e-32,11.715164884729571,,2173366,5.329183879306345e-32
["CHOL"],"ASGR1","17",7076750,7082883,5.544968341950032e-32,5.544968341950032e-32,11.711800418643348,,1587132,5.544968341950034e-32
["CHOL"],"COL4A2","13",110958159,111165556,5.98121245459367e-32,5.98121245459367e-32,11.705378497974118,,2052539,5.981212454593677e-32
["CHOL"],"VWA7","6",31733367,31745105,6.491487966843243e-32,6.491487966843243e-32,11.698432342581624,,1741209,6.491487966843276e-32
["CHOL"],"SURF4","9",136228326,136243037,8.578296917616191e-32,8.578296917616191e-32,11.674751704430253,,1888583,8.578296917616202e-32
["CHOL"],"GLTPD2","17",4692259,4693884,9.211551619061351e-32,9.211551619061351e-32,11.668693369710699,,1891969,9.211551619061314e-32
["CHOL"],"TTC39B","9",15163620,15307358,1.1304307732834233e-31,1.1304307732834233e-31,11.651261793020332,,1983887,1.1304307732834194e-31
["CHOL"],"SERTAD2","2",64858755,64978139,1.1638779929104895e-31,1.1638779929104895e-31,11.64877694793007,,1796279,1.1638779929104908e-31
["CHOL"],"LPAR2","19",19734464,19739739,1.5108983762164317e-31,1.5108983762164317e-31,11.626516318147168,,1878925,1.510898376216425e-31
["CHOL"],"SLC2A6","9",136336216,136344249,1.6614719507690354e-31,1.6614719507690354e-31,11.618401744872447,,1652394,1.6614719507690378e-31
["CHOL"],"NELFE","6",31919864,31926815,2.2039743758860196e-31,2.2039743758860196e-31,11.59423337123691,,1857912,2.2039743758860253e-31
["CHOL"],"DIP2B","12",50898768,51142440,2.7198990614922924e-31,2.7198990614922924e-31,11.576210480615623,,1887973,2.719899061492289e-31
["CHOL"],"TRIM59","3",160150233,160203561,6.731268912535424e-31,6.731268912535424e-31,11.498244692400656,,1886606,6.731268912535449e-31
["CHOL"],"LHX3","9",139088096,139096974,7.806368696250284e-31,7.806368696250284e-31,11.485446157586278,,1755739,7.806368696250291e-31
["CHOL"],"MCM6","2",136597196,136634013,8.883917727795603e-31,8.883917727795603e-31,11.474266302762265,,1929606,8.883917727795634e-31
["CHOL"],"SYN2","3",12045862,12233532,9.104622613544848e-31,9.104622613544848e-31,11.472143330848525,,2053740,9.104622613544856e-31
["CHOL"],"C1orf146","1",92683472,92711370,9.458612635465356e-31,9.458612635465356e-31,11.46884269514345,,1504228,9.45861263546538e-31
["CHOL"],"CLASRP","19",45542303,45574214,1.4976338633727495e-30,1.4976338633727495e-30,11.429003380793535,,1803148,1.4976338633727399e-30
["CHOL"],"SMC4","3",160117062,160152742,1.5805997478911583e-30,1.5805997478911583e-30,11.424320112742452,,1808678,1.5805997478911614e-30
["CHOL"],"HLX","1",221052773,221058401,1.832701826704133e-30,1.832701826704133e-30,11.411456355034227,,2155349,1.832701826704129e-30
["CHOL"],"UNC13D","17",73823306,73840866,1.9125146017581624e-30,1.9125146017581624e-30,11.40774829831556,,1941217,1.9125146017581634e-30
["CHOL"],"HFE","6",26087509,26098571,1.9424839435580694e-30,1.9424839435580694e-30,11.406395472883618,,1898168,1.942483943558076e-30
["CHOL"],"TSEN2","3",12525920,12583048,2.032036466757067e-30,2.032036466757067e-30,11.40247312986457,,1877766,2.032036466757072e-30
["CHOL"],"NCOR2","12",124808961,125052158,2.0804685410469293e-30,2.0804685410469293e-30,11.400422733945616,,1862933,2.0804685410469223e-30
["CHOL"],"C10orf88","10",124690417,124713827,2.2076895543177244e-30,2.2076895543177244e-30,11.395254501761714,,1755451,2.207689554317727e-30
["CHOL"],"ABCA10","17",67143355,67240987,2.7826017846514666e-30,2.7826017846514666e-30,11.375079639471998,,2054658,2.782601784651473e-30
["CHOL"],"RNF5","6",32146182,32148570,3.1402760195066885e-30,3.1402760195066885e-30,11.364524503656948,,2167951,3.1402760195066685e-30
["CHOL"],"SARM1","17",26691378,26731067,3.630594043720718e-30,3.630594043720718e-30,11.351847642160735,,2066582,3.6305940437207246e-30
["CHOL"],"LRRC16A","6",25279306,25620758,3.710444647165567e-30,3.710444647165567e-30,11.349945557050523,,2062514,3.710444647165579e-30
["CHOL"],"ARCN1","11",118443105,118473748,4.532802857812073e-30,4.532802857812073e-30,11.332428226728979,,1856420,4.532802857812078e-30
["CHOL"],"MARC1","1",220959694,220993001,6.008863557127145e-30,6.008863557127145e-30,11.307715935277715,,2021187,6.008863557127158e-30
["CHOL"],"ACAD11","3",132276982,132378926,6.71501603654731e-30,6.71501603654731e-30,11.29796081723863,,1907213,6.715016036547359e-30
["CHOL"],"GLMN","1",92711959,92764544,9.703662591542179e-30,9.703662591542179e-30,11.26557846109881,,1578959,9.703662591542156e-30
["CHOL"],"ACMSD","2",135596186,135659604,1.0753367461781238e-29,1.0753367461781238e-29,11.256527441151388,,1894218,1.0753367461781193e-29
["CHOL"],"SCAND1","20",34541539,34547394,1.3133982555671142e-29,1.3133982555671142e-29,11.238884793420644,,1829734,1.3133982555671212e-29
["CHOL"],"IRF2BP1","19",46386866,46389399,1.6986701994478577e-29,1.6986701994478577e-29,11.216151896813509,,2293689,1.6986701994478656e-29
["CHOL"],"CKM","19",45809671,45826133,2.0069790049651245e-29,2.0069790049651245e-29,11.20138775357198,,2006800,2.006979004965117e-29
["CHOL"],"RAB2A","8",61429495,61536203,2.0088049471740062e-29,2.0088049471740062e-29,11.20130720061123,,1957784,2.0088049471739928e-29
["CHOL"],"LTA","6",31539831,31542101,2.2801193923301666e-29,2.2801193923301666e-29,11.19007963641463,,2048997,2.2801193923301658e-29
["CHOL"],"SYNJ2BP-COX16","14",70792781,70883791,2.454393873362361e-29,2.454393873362361e-29,11.183547206997966,,2002695,2.4543938733623744e-29
["CHOL"],"BCAT2","19",49298319,49314286,2.4851169440486143e-29,2.4851169440486143e-29,11.182443503920432,,2036732,2.4851169440486227e-29
["CHOL"],"CDSN","6",31082864,31088223,2.927745892804255e-29,2.927745892804255e-29,11.167890620552038,,2354422,2.927745892804246e-29
["CHOL"],"PCSK5","9",78505560,78977891,4.5180802446351905e-29,4.5180802446351905e-29,11.129280810587238,,2029532,4.5180802446352236e-29
["CHOL"],"TRIM31","6",30070674,30080867,4.74287692120721e-29,4.74287692120721e-29,11.124951415819858,,2000223,4.7428769212072367e-29
["CHOL"],"TNFAIP1","17",26662628,26674035,5.938866380111871e-29,5.938866380111871e-29,11.104879590358763,,1911233,5.938866380111878e-29
["CHOL"],"OSGIN1","16",83964916,83999937,6.060944305481787e-29,6.060944305481787e-29,11.103061665933794,,1991282,6.060944305481763e-29
["CHOL"],"KCNK3","2",26915590,26956288,7.064770103686817e-29,7.064770103686817e-29,11.089359752182181,,1891601,7.064770103686808e-29
["CHOL"],"AGBL5","2",27265232,27293490,7.653903412391284e-29,7.653903412391284e-29,11.082192112411123,,1737679,7.653903412391316e-29
["CHOL"],"YDJC","22",21982378,21984353,8.386017915354685e-29,8.386017915354685e-29,11.074011725502077,,1662597,8.386017915354658e-29
["CHOL"],"MCCD1","6",31496739,31498009,1.1400957286096287e-28,1.1400957286096287e-28,11.046464395785623,,2018765,1.1400957286096222e-28
["CHOL"],"ALOX5","10",45869624,45941567,1.1419778989863097e-28,1.1419778989863097e-28,11.046316263407427,,1907511,1.1419778989863086e-28
["CHOL"],"PTPRJ","11",48001977,48192391,1.1765669132892763e-28,1.1765669132892763e-28,11.04363629144658,,1756751,1.1765669132892822e-28
["CHOL"],"ANKS1A","6",34857032,35059183,1.1823406406265509e-28,1.1823406406265509e-28,11.043196565669486,,1874822,1.1823406406265466e-28
["CHOL"],"HYDIN","16",70835987,71264625,1.2324941200133733e-28,1.2324941200133733e-28,11.039464127996933,,1659611,1.232494120013375e-28
["CHOL"],"SNRPC","6",34725282,34741634,3.056379448180952e-28,3.056379448180952e-28,10.957556462007018,,1983336,3.0563794481809582e-28
["CHOL"],"TSPYL1","6",116588923,116601093,3.279153010184808e-28,3.279153010184808e-28,10.951186227087994,,1859156,3.279153010184802e-28
["CHOL"],"ARHGEF15","17",8213559,8225832,3.560773727322321e-28,3.560773727322321e-28,10.943721318084506,,1973994,3.5607737273223317e-28
["CHOL"],"ROMO1","20",34287194,34288906,3.666205935211835e-28,3.666205935211835e-28,10.94107641098203,,1873156,3.6662059352118407e-28
["CHOL"],"OPA3","19",46031025,46105470,3.987704507910406e-28,3.987704507910406e-28,10.933453603291946,,2005539,3.987704507910403e-28
["CHOL"],"SENP3","17",7465236,7475287,4.3793038508239495e-28,4.3793038508239495e-28,10.924952644194862,,1999493,4.379303850823938e-28
["CHOL"],"AFF1","4",87856154,88062191,4.874701850771553e-28,4.874701850771553e-28,10.91521900485633,,1994970,4.874701850771555e-28
["CHOL"],"HLA-A","6",29909037,29917349,5.225717700896967e-28,5.225717700896967e-28,10.908899081397886,,1789285,5.225717700896951e-28
["CHOL"],"YJEFN3","19",19639670,19648390,5.688506738725669e-28,5.688506738725669e-28,10.901181607628374,,1952382,5.688506738725655e-28
["CHOL"],"POLDIP2","17",26673659,26684550,6.146906624472932e-28,6.146906624472932e-28,10.894128307942323,,1796544,6.14690662447295e-28
["CHOL"],"SF3A1","22",30727977,30752908,6.513059747070863e-28,6.513059747070863e-28,10.88885956614189,,2069982,6.513059747070881e-28
["CHOL"],"ZNF229","19",44921685,44952766,1.354493498604009e-27,1.354493498604009e-27,10.821967447159306,,2128634,1.3544934986040058e-27
["CHOL"],"NEK8","17",27052915,27070473,1.70107821257338e-27,1.70107821257338e-27,10.801069961314832,,1890189,1.7010782125733774e-27
["CHOL"],"NLRC5","16",57023397,57117443,2.059894413733905e-27,2.059894413733905e-27,10.783484255403962,,2017363,2.0598944137339038e-27
["CHOL"],"SLC17A8","12",100750852,100815833,2.2625508974799445e-27,2.2625508974799445e-27,10.774851812907015,,1850217,2.262550897479946e-27
["CHOL"],"BACE1","11",117155948,117186975,2.5400554688136532e-27,2.5400554688136532e-27,10.764199507614284,,1891037,2.5400554688136543e-27
["CHOL"],"CEACAM16","19",45202421,45213990,2.6138981107121074e-27,2.6138981107121074e-27,10.76155937025332,,1891677,2.6138981107121135e-27
["CHOL"],"UGT2B7","4",69917081,69978705,2.78997774765985e-27,2.78997774765985e-27,10.755550964507671,,2342330,2.789977747659856e-27
["CHOL"],"DMWD","19",46286205,46296103,3.3930096400871595e-27,3.3930096400871595e-27,10.737495682165548,,2125269,3.393009640087157e-27
["CHOL"],"ABCB4","7",87031012,87109751,3.399253718336841e-27,3.399253718336841e-27,10.737325898522435,,1963606,3.3992537183368355e-27
["CHOL"],"PSTK","10",124713897,124757029,3.5271826216123436e-27,3.5271826216123436e-27,10.733913801559835,,2135074,3.527182621612335e-27
["CHOL"],"RPAP2","1",92764616,92867613,4.706961652277607e-27,4.706961652277607e-27,10.707227213966139,,1623809,4.70696165227762e-27
["CHOL"],"EVI2A","17",29643428,29648767,4.841151657870627e-27,4.841151657870627e-27,10.704623896234368,,1973970,4.8411516578706296e-27
["CHOL"],"PBX2","6",32152510,32157979,6.001650787456255e-27,6.001650787456255e-27,10.684702704846117,,1864774,6.001650787456273e-27
["CHOL"],"BPTF","17",65821619,65980494,6.777457089802126e-27,6.777457089802126e-27,10.673416289062514,,1767037,6.777457089802125e-27
["CHOL"],"TRIM5","11",5684425,5959849,8.818911728618271e-27,8.818911728618271e-27,10.648931312007221,,2122816,8.818911728618286e-27
["CHOL"],"WBP2","17",73841780,73852588,9.282861291329448e-27,9.282861291329448e-27,10.644156946383402,,1841692,9.282861291329478e-27
["CHOL"],"SYNJ2BP","14",70833216,70883807,9.426008324394123e-27,9.426008324394123e-27,10.64273154064138,,1987625,9.426008324394119e-27
["CHOL"],"BRWD1","21",40556102,40693485,1.0599069969823706e-26,1.0599069969823706e-26,10.631799851786578,,1890577,1.0599069969823733e-26
["CHOL"],"FXR2","17",7494548,7518215,1.6803799493052425e-26,1.6803799493052425e-26,10.588742539044073,,1934173,1.680379949305248e-26
["CHOL"],"TRIP6","7",100465009,100471076,1.714133874696924e-26,1.714133874696924e-26,10.586880479676818,,1667553,1.7141338746969293e-26
["CHOL"],"CA11","19",49141203,49149444,1.745833491335703e-26,1.745833491335703e-26,10.585164552720661,,1934436,1.7458334913357075e-26
["CHOL"],"EPB41L1","20",34679426,34820721,1.9048144760075487e-26,1.9048144760075487e-26,10.576999595812486,,1694501,1.9048144760075533e-26
["CHOL"],"RAB11FIP4","17",29718693,29865230,1.91937494343438e-26,1.91937494343438e-26,10.576285887019038,,1941542,1.9193749434343744e-26
["CHOL"],"R3HDM1","2",136289025,136482840,2.255192179429071e-26,2.255192179429071e-26,10.561163035739137,,1852985,2.2551921794290654e-26
["CHOL"],"EMILIN3","20",39988602,39995458,2.3986148545574468e-26,2.3986148545574468e-26,10.555374453712982,,1930062,2.398614854557451e-26
["CHOL"],"RNF214","11",117103341,117157170,2.7106637845363096e-26,2.7106637845363096e-26,10.543882904087997,,1967349,2.710663784536306e-26
["CHOL"],"NCAN","19",19322767,19363042,2.933898427653199e-26,2.933898427653199e-26,10.53644045778804,,1883839,2.9338984276532004e-26
["CHOL"],"A2M","12",9220260,9268825,2.9618552206259645e-26,2.9618552206259645e-26,10.535548225652786,,2156368,2.961855220625965e-26
["CHOL"],"CLIC1","6",31698358,31707540,3.6644571730136557e-26,3.6644571730136557e-26,10.515502403725069,,1587403,3.664457173013666e-26
["CHOL"],"SUPT7L","2",27873676,27886707,4.4549088885631676e-26,4.4549088885631676e-26,10.497075069832382,,1681046,4.4549088885631814e-26
["CHOL"],"TMEM97","17",26646226,26655711,4.513964296846951e-26,4.513964296846951e-26,10.495831531074895,,1877437,4.513964296846951e-26
["CHOL"],"DSE","6",116575336,116766024,4.8484184346321365e-26,4.8484184346321365e-26,10.489079586872556,,1855368,4.8484184346321514e-26
["CHOL"],"ACER2","9",19409007,19452503,5.29823093086323e-26,5.29823093086323e-26,10.480692804250536,,1862323,5.298230930863243e-26
["CHOL"],"FAM162A","3",122103008,122131181,5.356126855467544e-26,5.356126855467544e-26,10.479664981088126,,2175091,5.356126855467552e-26
["CHOL"],"AGER","6",32148745,32152099,5.48893431688144e-26,5.48893431688144e-26,10.477348260362353,,2068707,5.488934316881424e-26
["CHOL"],"TMEM25","11",118401756,118417995,5.99504904543388e-26,5.99504904543388e-26,10.469001527450619,,2003849,5.995049045433876e-26
["CHOL"],"MAP3K19","2",135722055,135805038,6.583075242322672e-26,6.583075242322672e-26,10.460139626785923,,1977457,6.583075242322661e-26
["CHOL"],"NPHP3","3",132399453,132441276,7.077758037613802e-26,7.077758037613802e-26,10.45327226781902,,1979985,7.077758037613802e-26
["CHOL"],"RCN3","19",50031260,50050219,8.174251375051387e-26,8.174251375051387e-26,10.439607630031222,,2046125,8.174251375051405e-26
["CHOL"],"LDHAL6A","11",18477371,18501148,9.277252284717155e-26,9.277252284717155e-26,10.427584528040407,,1903737,9.277252284717135e-26
["CHOL"],"TRIM38","6",25963030,25991459,9.850706153557618e-26,9.850706153557618e-26,10.421882664649072,,1793555,9.850706153557619e-26
["CHOL"],"PHLDB1","11",118477155,118528741,1.143411082468027e-25,1.143411082468027e-25,10.40769898376258,,1842436,1.1434110824680265e-25
["CHOL"],"AKR1C4","10",5237425,5260912,1.2855873998927865e-25,1.2855873998927865e-25,10.396533433548207,,2180620,1.2855873998927844e-25
["CHOL"],"WDR5B","3",122130693,122134909,1.3475085095195547e-25,1.3475085095195547e-25,10.392048494219186,,2012275,1.347508509519554e-25
["CHOL"],"TBC1D10A","22",30687979,30722936,1.3829938856007602e-25,1.3829938856007602e-25,10.389569481952071,,1855543,1.382993885600758e-25
["CHOL"],"PACSIN1","6",34433838,34503006,1.4381639361177147e-25,1.4381639361177147e-25,10.385837785973196,,1789874,1.4381639361177175e-25
["CHOL"],"WDPCP","2",63346694,64054977,1.6981726236296582e-25,1.6981726236296582e-25,10.369969111943357,,1915300,1.6981726236296589e-25
["CHOL"],"DLG4","17",7090506,7123160,1.776661968066384e-25,1.776661968066384e-25,10.365650511080695,,1774505,1.7766619680663866e-25
["CHOL"],"LRPAP1","4",3505339,3534173,2.0144928759139704e-25,2.0144928759139704e-25,10.353633505568286,,1964168,2.014492875913969e-25
["CHOL"],"ACKR4","3",132316114,132337811,2.483875919736439e-25,2.483875919736439e-25,10.333568199134238,,1955574,2.483875919736437e-25
["CHOL"],"CCDC58","3",122078438,122102078,3.576520013390246e-25,3.576520013390246e-25,10.298551280117255,,2012188,3.5765200133902467e-25
["CHOL"],"SURF1","9",136218613,136223552,5.596663543687394e-25,5.596663543687394e-25,10.255381368364974,,1885579,5.596663543687388e-25
["CHOL"],"ERGIC2","12",29490285,29534122,5.77000501667277e-25,5.77000501667277e-25,10.252434186674629,,2068726,5.770005016672769e-25
["CHOL"],"IFT46","11",118415243,118443685,6.629422559691182e-25,6.629422559691182e-25,10.239008268369755,,1734186,6.629422559691175e-25
["CHOL"],"MPDU1","17",7486847,7496107,6.956290794467673e-25,6.956290794467673e-25,10.23435031581948,,1973758,6.956290794467654e-25
["CHOL"],"GPCPD1","20",5525085,5591652,9.814191692812559e-25,9.814191692812559e-25,10.200979011926764,,2005815,9.814191692812592e-25
["CHOL"],"TNPO1","5",72112139,72212560,1.0943831910009463e-24,1.0943831910009463e-24,10.190393420685737,,2011260,1.0943831910009484e-24
["CHOL"],"NT5DC1","6",116422014,116570660,1.306017778060419e-24,1.306017778060419e-24,10.17319276644602,,1809506,1.3060177780604164e-24
["CHOL"],"CGREF1","2",27321757,27341996,1.506900742898731e-24,1.506900742898731e-24,10.159251850642539,,1829007,1.5069007428987288e-24
["CHOL"],"RPL13A","19",49990767,49996314,1.6128473288271649e-24,1.6128473288271649e-24,10.152624631852056,,1950126,1.6128473288271697e-24
["CHOL"],"BRAP","12",112079950,112123760,1.6430307803956575e-24,1.6430307803956575e-24,10.150815429630455,,1764962,1.643030780395655e-24
["CHOL"],"PROCA1","17",27030215,27038906,1.685271487163685e-24,1.685271487163685e-24,10.148338032426427,,1762095,1.6852714871636837e-24
["CHOL"],"GCC2","2",109065563,109125871,1.82400708076086e-24,1.82400708076086e-24,10.14061345648913,,1962747,1.8240070807608613e-24
["CHOL"],"SLC4A8","12",51785101,51909547,2.0526765829254852e-24,2.0526765829254852e-24,10.129070010224128,,2012957,2.0526765829254918e-24
["CHOL"],"HORMAD2","22",30476453,30573064,2.1012895651295033e-24,2.1012895651295033e-24,10.126780812742298,,1960437,2.1012895651295033e-24
["CHOL"],"RAPSN","11",47459315,47470695,2.1217882661085024e-24,2.1217882661085024e-24,10.125831207855478,,2168642,2.1217882661084966e-24
["CHOL"],"ABI2","2",204193003,204312451,2.228348015087873e-24,2.228348015087873e-24,10.121036740264646,,1844283,2.2283480150878748e-24
["CHOL"],"COX16","14",70791798,70883701,2.6251188465620397e-24,2.6251188465620397e-24,10.10498729157973,,2035133,2.625118846562037e-24
["CHOL"],"TRIM65","17",73876416,73893032,2.642013401689461e-24,2.642013401689461e-24,10.104358469525351,,1900701,2.642013401689458e-24
["CHOL"],"SGTA","19",2754713,2783360,2.8898505133047135e-24,2.8898505133047135e-24,10.095565447784832,,1709028,2.8898505133047058e-24
["CHOL"],"ERBB2","17",37844167,37886679,2.9210721793687475e-24,2.9210721793687475e-24,10.094511120534841,,1693511,2.9210721793687387e-24
["CHOL"],"DAGLB","7",6448757,6523821,3.58025696587803e-24,3.58025696587803e-24,10.074526103661558,,1970159,3.580256965878022e-24
["CHOL"],"HMGN1","21",40714241,40721573,3.795741323663945e-24,3.795741323663945e-24,10.0687787601786,,2118123,3.7957413236639474e-24
["CHOL"],"SRRT","7",100472725,100486285,3.809635365858642e-24,3.809635365858642e-24,10.068419353465513,,1716513,3.809635365858651e-24
["CHOL"],"RPL5","1",93297570,93307481,5.069400730270445e-24,5.069400730270445e-24,10.040277995488756,,1608695,5.069400730270462e-24
["CHOL"],"TMEM61","1",55446301,55457961,6.698614438138723e-24,6.698614438138723e-24,10.01275248980624,,1940119,6.69861443813871e-24
["CHOL"],"LAMC1","1",182992555,183114727,7.858081790117244e-24,7.858081790117244e-24,9.996950904282912,,2144512,7.858081790117237e-24
["CHOL"],"NUFIP2","17",27582857,27621166,7.893692607992744e-24,7.893692607992744e-24,9.996503001993007,,1920044,7.893692607992747e-24
["CHOL"],"VASP","19",46009837,46030247,9.584597950038453e-24,9.584597950038453e-24,9.977257437708182,,1964373,9.584597950038432e-24
["CHOL"],"FAM71B","5",156588857,156593275,9.704000447414425e-24,9.704000447414425e-24,9.976028570185042,,1952184,9.7040004474144e-24
["CHOL"],"ICAM1","19",10381769,10397291,1.0382358870529102e-23,1.0382358870529102e-23,9.969319235282637,,1837987,1.0382358870529122e-23
["CHOL"],"PRRG2","19",50083903,50094261,1.1292323809494588e-23,1.1292323809494588e-23,9.960970796848288,,1863595,1.1292323809494557e-23
["CHOL"],"TRIM26","6",30152232,30181204,1.1533190429927544e-23,1.1533190429927544e-23,9.958872468322726,,1846876,1.1533190429927509e-23
["CHOL"],"SURF6","9",136195612,136203025,1.1743493400884712e-23,1.1743493400884712e-23,9.957075581462464,,1957217,1.1743493400884747e-23
["CHOL"],"ACAA2","18",47308534,47340323,1.3203894472008582e-23,1.3203894472008582e-23,9.945412415133518,,1838842,1.320389447200863e-23
["CHOL"],"COX5A","15",75212132,75230424,1.5412755493422035e-23,1.5412755493422035e-23,9.93000014021089,,1931873,1.5412755493422085e-23
["CHOL"],"ZGPAT","20",62338817,62367494,1.54696818510743e-23,1.54696818510743e-23,9.92963252539507,,1888087,1.546968185107434e-23
["CHOL"],"YLPM1","14",75230019,75326138,1.5529812309127454e-23,1.5529812309127454e-23,9.929245671195062,,2043886,1.552981230912742e-23
["CHOL"],"TSPYL4","6",116571127,116575238,1.5912352302020075e-23,1.5912352302020075e-23,9.926818764644025,,1975872,1.5912352302020093e-23
["CHOL"],"SKAP1","17",46210804,46507637,1.662646498934771e-23,1.662646498934771e-23,9.922439028337472,,2074386,1.6626464989347655e-23
["CHOL"],"SLC7A6OS","16",68318406,68344849,1.8064812703855557e-23,1.8064812703855557e-23,9.914156219312602,,1847419,1.806481270385555e-23
["CHOL"],"SLC12A4","16",67977377,68003504,2.048361011878813e-23,2.048361011878813e-23,9.901598912963145,,1680744,2.0483610118788117e-23
["CHOL"],"MLXIPL","7",73007524,73038873,2.1098608136141948e-23,2.1098608136141948e-23,9.898640464706173,,2070255,2.1098608136141895e-23
["CHOL"],"RAPH1","2",204259068,204400058,2.4507729651201506e-23,2.4507729651201506e-23,9.883647737065177,,1743142,2.450772965120146e-23
["CHOL"],"DCPS","11",126173955,126219900,2.616392237324793e-23,2.616392237324793e-23,9.877095085638144,,2153455,2.6163922373247877e-23
["CHOL"],"ERCC1","19",45910592,45982086,2.8661885956404226e-23,2.8661885956404226e-23,9.867950653068252,,1948908,2.866188595640423e-23
["CHOL"],"RRBP1","20",17594323,17662940,3.11399165301448e-23,3.11399165301448e-23,9.859627786985822,,1829622,3.1139916530144895e-23
["CHOL"],"EYA3","1",28296855,28415148,3.5807127064722224e-23,3.5807127064722224e-23,9.845594945964713,,1904395,3.5807127064722224e-23
["CHOL"],"HSD17B14","19",49316275,49339767,3.684293056308019e-23,3.684293056308019e-23,9.842727133715826,,1798548,3.6842930563080104e-23
["CHOL"],"TMEM214","2",27255778,27264562,3.685502571875042e-23,3.685502571875042e-23,9.842694119678946,,1711893,3.685502571875048e-23
["CHOL"],"RAC1","7",6414158,6443598,4.0650661522371325e-23,4.0650661522371325e-23,9.832830070478078,,1926196,4.065066152237129e-23
["CHOL"],"TFR2","7",100218039,100240402,4.470396044660646e-23,4.470396044660646e-23,9.823256236482488,,1856328,4.470396044660642e-23
["CHOL"],"LY6G6C","6",31686425,31689523,4.8086868017901244e-23,4.8086868017901244e-23,9.815902265298986,,1746944,4.8086868017901397e-23
["CHOL"],"DBP","19",49133287,49140636,5.319348466146657e-23,5.319348466146657e-23,9.80571866999508,,1775717,5.31934846614667e-23
["CHOL"],"SNRPD2","19",46190718,46195827,5.475005105167506e-23,5.475005105167506e-23,9.802806545239077,,1895269,5.475005105167517e-23
["CHOL"],"UNK","17",73780887,73821880,6.330281181281447e-23,6.330281181281447e-23,9.788138168079007,,1926107,6.330281181281454e-23
["CHOL"],"ZNF296","19",45574758,45579736,6.459813255924044e-23,6.459813255924044e-23,9.786089495770742,,1421952,6.459813255924023e-23
["CHOL"],"NIPSNAP3A","9",107509964,107522401,6.543909923068065e-23,6.543909923068065e-23,9.784781084695195,,2114012,6.543909923068048e-23
["CHOL"],"VTN","17",26694305,26700110,6.655429302871413e-23,6.655429302871413e-23,9.783071458261395,,2424134,6.655429302871438e-23
["CHOL"],"UBXN4","2",136499304,136542626,6.661719670455496e-23,6.661719670455496e-23,9.7829758717075,,2028456,6.66171967045551e-23
["CHOL"],"TSSK6","19",19623227,19626357,7.938638333434326e-23,7.938638333434326e-23,9.765216347627424,,2110168,7.938638333434354e-23
["CHOL"],"B4GALNT3","12",569105,672675,7.953092853096644e-23,7.953092853096644e-23,9.765031954778726,,1965039,7.953092853096671e-23
["CHOL"],"RSPH6A","19",46298971,46318566,8.066461616833433e-23,8.066461616833433e-23,9.763597136115294,,2072371,8.066461616833419e-23
["CHOL"],"GRINA","8",145064224,145067583,8.13071006236781e-23,8.13071006236781e-23,9.76279283011063,,1910620,8.13071006236783e-23
["CHOL"],"SFTA2","6",30899130,30923413,9.110858675990593e-23,9.110858675990593e-23,9.75124637862194,,2342647,9.110858675990589e-23
["CHOL"],"ZNF646","16",31085743,31095517,1.0578677408271771e-22,1.0578677408271771e-22,9.736072679519996,,1767081,1.0578677408271788e-22
["CHOL"],"MITF","3",69788607,70017487,1.168070960562072e-22,1.168070960562072e-22,9.725993243900268,,1865632,1.1680709605620738e-22
["CHOL"],"PPARD","6",35310335,35395968,1.218978068031937e-22,1.218978068031937e-22,9.7216511588974,,1639733,1.2189780680319345e-22
["CHOL"],"KEAP1","19",10596801,10614234,1.2629805994298705e-22,1.2629805994298705e-22,9.718040237172296,,1915355,1.2629805994298663e-22
["CHOL"],"UHRF1BP1","6",34759860,34845291,1.3907535170794396e-22,1.3907535170794396e-22,9.708220476541795,,1920557,1.3907535170794384e-22
["CHOL"],"VIM","10",17270240,17279592,1.6611976318910497e-22,1.6611976318910497e-22,9.690088846205098,,1683219,1.6611976318910462e-22
["CHOL"],"GFOD2","16",67708434,67753242,1.7572369447395173e-22,1.7572369447395173e-22,9.68434693678939,,1643218,1.7572369447395116e-22
["CHOL"],"PTPN11","12",112856155,112947722,1.8454261550187827e-22,1.8454261550187827e-22,9.679341581327941,,1640832,1.8454261550187832e-22
["CHOL"],"KDM1A","1",23345936,23410182,2.1063608378110092e-22,2.1063608378110092e-22,9.665810438163325,,1828449,2.106360837811007e-22
["CHOL"],"FLT3LG","19",49977464,49989488,2.384197119978495e-22,2.384197119978495e-22,9.653116839946339,,1885266,2.384197119978503e-22
["CHOL"],"SLC17A2","6",25912982,25930919,2.550911137461766e-22,2.550911137461766e-22,9.646185549127388,,2021608,2.5509111374617673e-22
["CHOL"],"SPRED2","2",65537985,65659771,2.780801830884746e-22,2.780801830884746e-22,9.637329387377267,,1977672,2.7808018308847536e-22
["CHOL"],"PGAP3","17",37827375,37853050,3.0317433198894584e-22,3.0317433198894584e-22,9.628453963972824,,2158236,3.0317433198894546e-22
["CHOL"],"NUTF2","16",67880785,67906470,3.7331265324555413e-22,3.7331265324555413e-22,9.607042737521756,,1626116,3.733126532455551e-22
["CHOL"],"GSTA1","6",52656169,52668658,4.2020969966174984e-22,4.2020969966174984e-22,9.594846701183535,,1816458,4.2020969966175013e-22
