gene,phenotype,chromosome,start,end,bf_common,bf_rare,huge,position,logHugeScore,range
"FAM186B","CHOL","12",49976668,49999422,45,1,45,"12 : 49976668 - 49999422",3.8066624897703196,"Very strong"
"FOXN3","CHOL","14",89591215,90085493,45,1,45,"14 : 89591215 - 90085493",3.8066624897703196,"Very strong"
"GNAO1","CHOL","16",56225302,56391356,45,1,45,"16 : 56225302 - 56391356",3.8066624897703196,"Very strong"
"PTPN3","CHOL","9",112137746,112260593,45,1,45,"9 : 112137746 - 112260593",3.8066624897703196,"Very strong"
"TARS2","CHOL","1",150459890,150480078,45,1,45,"1 : 150459890 - 150480078",3.8066624897703196,"Very strong"
"AKT1","CHOL","14",105235686,105262088,45,1,45,"14 : 105235686 - 105262088",3.8066624897703196,"Very strong"
"CCBE1","CHOL","18",57098171,57364894,45,1,45,"18 : 57098171 - 57364894",3.8066624897703196,"Very strong"
"CDKN2B-AS1","CHOL","9",21994138,22128102,45,1,45,"9 : 21994138 - 22128102",3.8066624897703196,"Very strong"
"ENSG00000237153","CHOL","9",16917509,17114120,45,1,45,"9 : 16917509 - 17114120",3.8066624897703196,"Very strong"
"ENSG00000269151","CHOL","19",46893772,46907533,45,1,45,"19 : 46893772 - 46907533",3.8066624897703196,"Very strong"
"FAM117B","CHOL","2",203499692,203634480,45,1,45,"2 : 203499692 - 203634480",3.8066624897703196,"Very strong"
"LINC01630","CHOL","18",48872619,49170309,45,1,45,"18 : 48872619 - 49170309",3.8066624897703196,"Very strong"
"MAP3K6","CHOL","1",27681675,27693452,45,1,45,"1 : 27681675 - 27693452",3.8066624897703196,"Very strong"
"NYNRIN","CHOL","14",24868209,24888489,45,1,45,"14 : 24868209 - 24888489",3.8066624897703196,"Very strong"
"SMARCC1","CHOL","3",47626759,47823596,45,1,45,"3 : 47626759 - 47823596",3.8066624897703196,"Very strong"
"TUBA1C","CHOL","12",49582519,49668383,45,1,45,"12 : 49582519 - 49668383",3.8066624897703196,"Very strong"
"ZW10","CHOL","11",113603909,113644457,45,1,45,"11 : 113603909 - 113644457",3.8066624897703196,"Very strong"
"CACNA2D1","CHOL","7",81575760,82073272,45,1,45,"7 : 81575760 - 82073272",3.8066624897703196,"Very strong"
"DGAT2-DT","CHOL","11",75469500,75479692,45,1,45,"11 : 75469500 - 75479692",3.8066624897703196,"Very strong"
"ENSG00000231863","CHOL","6",161352112,161406656,45,1,45,"6 : 161352112 - 161406656",3.8066624897703196,"Very strong"
"OR5M10","CHOL","11",56344212,56345263,45,1,45,"11 : 56344212 - 56345263",3.8066624897703196,"Very strong"
"ZEB1-AS1","CHOL","10",31495207,31609376,45,1,45,"10 : 31495207 - 31609376",3.8066624897703196,"Very strong"
"LINC01405","CHOL","12",111372394,111396897,45,1,45,"12 : 111372394 - 111396897",3.8066624897703196,"Very strong"
"LINC01946","CHOL","2",32018892,32029049,45,1,45,"2 : 32018892 - 32029049",3.8066624897703196,"Very strong"
"POU2F1","CHOL","1",167190113,167396582,45,1,45,"1 : 167190113 - 167396582",3.8066624897703196,"Very strong"
"SLC10A2","CHOL","13",103696348,103718767,45,1,45,"13 : 103696348 - 103718767",3.8066624897703196,"Very strong"
"TBC1D9B","CHOL","5",179289066,179334897,45,1,45,"5 : 179289066 - 179334897",3.8066624897703196,"Very strong"
"TMEM212-AS1","CHOL","3",171533376,171618539,45,1,45,"3 : 171533376 - 171618539",3.8066624897703196,"Very strong"
"ENSG00000256206","CHOL","11",14515329,14541890,45,1,45,"11 : 14515329 - 14541890",3.8066624897703196,"Very strong"
"GATC","CHOL","12",120884247,120901552,45,1,45,"12 : 120884247 - 120901552",3.8066624897703196,"Very strong"
"GRIK2","CHOL","6",101410577,102529497,45,1,45,"6 : 101410577 - 102529497",3.8066624897703196,"Very strong"
"H2AJ","CHOL","12",14927339,14930936,45,1,45,"12 : 14927339 - 14930936",3.8066624897703196,"Very strong"
"MCM6","CHOL","2",136597196,136634013,45,1,45,"2 : 136597196 - 136634013",3.8066624897703196,"Very strong"
"OSGIN1","CHOL","16",83964916,83999937,45,1,45,"16 : 83964916 - 83999937",3.8066624897703196,"Very strong"
"PPP2R5A","CHOL","1",212458752,212535195,45,1,45,"1 : 212458752 - 212535195",3.8066624897703196,"Very strong"
"PSG6","CHOL","19",43406238,43423715,45,1,45,"19 : 43406238 - 43423715",3.8066624897703196,"Very strong"
"TM9SF4","CHOL","20",30697517,30755061,45,1,45,"20 : 30697517 - 30755061",3.8066624897703196,"Very strong"
"AC084219.3","CHOL","19",44598503,44603864,45,1,45,"19 : 44598503 - 44603864",3.8066624897703196,"Very strong"
"DYNLL1P1","CHOL","14",81712639,81712907,45,1,45,"14 : 81712639 - 81712907",3.8066624897703196,"Very strong"
"ENSG00000288952","CHOL","3",12220194,12275778,45,1,45,"3 : 12220194 - 12275778",3.8066624897703196,"Very strong"
"HTT-AS","CHOL","4",3050821,3076265,45,1,45,"4 : 3050821 - 3076265",3.8066624897703196,"Very strong"
"SMUG1P1","CHOL","18",47176720,47177530,45,1,45,"18 : 47176720 - 47177530",3.8066624897703196,"Very strong"
"TRAM2-AS1","CHOL","6",52441585,52507856,45,1,45,"6 : 52441585 - 52507856",3.8066624897703196,"Very strong"
"YTHDF2P1","CHOL","14",39684269,39685539,45,1,45,"14 : 39684269 - 39685539",3.8066624897703196,"Very strong"
"CNN1","CHOL","19",11649582,11661138,45,1,45,"19 : 11649582 - 11661138",3.8066624897703196,"Very strong"
"GLT8D1","CHOL","3",52728502,52740048,45,1,45,"3 : 52728502 - 52740048",3.8066624897703196,"Very strong"
"HGF","CHOL","7",81328326,81399754,45,1,45,"7 : 81328326 - 81399754",3.8066624897703196,"Very strong"
"IGF1","CHOL","12",102789652,102875522,45,1,45,"12 : 102789652 - 102875522",3.8066624897703196,"Very strong"
"SEC16B","CHOL","1",177893091,177953438,45,1,45,"1 : 177893091 - 177953438",3.8066624897703196,"Very strong"
"UGT2B29P","CHOL","4",69375159,69383365,45,1,45,"4 : 69375159 - 69383365",3.8066624897703196,"Very strong"
"ENSG00000224375","CHOL","7",134368896,134372742,45,1,45,"7 : 134368896 - 134372742",3.8066624897703196,"Very strong"
"HBS1L","CHOL","6",135281516,135424194,45,1,45,"6 : 135281516 - 135424194",3.8066624897703196,"Very strong"
"LDHAL6EP","CHOL","4",72300122,72303641,45,1,45,"4 : 72300122 - 72303641",3.8066624897703196,"Very strong"
"LINC01358","CHOL","1",59399315,59706227,45,1,45,"1 : 59399315 - 59706227",3.8066624897703196,"Very strong"
"PTPN11","CHOL","12",112856155,112947722,45,1,45,"12 : 112856155 - 112947722",3.8066624897703196,"Very strong"
"PTPN2","CHOL","18",12785477,12929642,45,1,45,"18 : 12785477 - 12929642",3.8066624897703196,"Very strong"
"RHOA","CHOL","3",49396572,49450431,45,1,45,"3 : 49396572 - 49450431",3.8066624897703196,"Very strong"
"DNTTIP2","CHOL","1",94331840,94345474,45,1,45,"1 : 94331840 - 94345474",3.8066624897703196,"Very strong"
"ENSG00000259203","CHOL","15",53092358,53098169,45,1,45,"15 : 53092358 - 53098169",3.8066624897703196,"Very strong"
"ENSG00000272502","CHOL","8",121824459,121825599,45,1,45,"8 : 121824459 - 121825599",3.8066624897703196,"Very strong"
"LINC02260","CHOL","4",55469378,55473298,45,1,45,"4 : 55469378 - 55473298",3.8066624897703196,"Very strong"
"MED6P1","CHOL","10",89807892,89809580,45,1,45,"10 : 89807892 - 89809580",3.8066624897703196,"Very strong"
"MLIP-AS1","CHOL","6",53843347,53944524,45,1,45,"6 : 53843347 - 53944524",3.8066624897703196,"Very strong"
"ENSG00000219201","CHOL","1",78276546,78277466,45,1,45,"1 : 78276546 - 78277466",3.8066624897703196,"Very strong"
"HPN","CHOL","19",35531410,35557477,45,1,45,"19 : 35531410 - 35557477",3.8066624897703196,"Very strong"
"LINC01353","CHOL","1",203242349,203257932,45,1,45,"1 : 203242349 - 203257932",3.8066624897703196,"Very strong"
"LINC01885","CHOL","2",107999171,108364726,45,1,45,"2 : 107999171 - 108364726",3.8066624897703196,"Very strong"
"LINC02558","CHOL","22",32366810,32433982,45,1,45,"22 : 32366810 - 32433982",3.8066624897703196,"Very strong"
"ANGPTL4","CHOL","19",8428173,8439254,45,1,45,"19 : 8428173 - 8439254",3.8066624897703196,"Very strong"
"BZW1-AS1","CHOL","2",201645218,201676893,45,1,45,"2 : 201645218 - 201676893",3.8066624897703196,"Very strong"
"CARNS1","CHOL","11",67182439,67193078,45,1,45,"11 : 67182439 - 67193078",3.8066624897703196,"Very strong"
"ENSG00000268650","CHOL","19",18315540,18331290,45,1,45,"19 : 18315540 - 18331290",3.8066624897703196,"Very strong"
"ENSG00000286622","CHOL","8",9841514,9912551,45,1,45,"8 : 9841514 - 9912551",3.8066624897703196,"Very strong"
"ENSG00000290217","CHOL","6",25652438,25738272,45,1,45,"6 : 25652438 - 25738272",3.8066624897703196,"Very strong"
"HERPUD2-AS1","CHOL","7",35734824,35739023,45,1,45,"7 : 35734824 - 35739023",3.8066624897703196,"Very strong"
"LINC02690","CHOL","11",45771005,45773830,45,1,45,"11 : 45771005 - 45773830",3.8066624897703196,"Very strong"
"MBNL1","CHOL","3",151961617,152183569,45,1,45,"3 : 151961617 - 152183569",3.8066624897703196,"Very strong"
"NIP7","CHOL","16",69371899,69377009,45,1,45,"16 : 69371899 - 69377009",3.8066624897703196,"Very strong"
"NUGGC","CHOL","8",27879481,27941453,45,1,45,"8 : 27879481 - 27941453",3.8066624897703196,"Very strong"
"PLXDC2","CHOL","10",20105168,20578785,45,1,45,"10 : 20105168 - 20578785",3.8066624897703196,"Very strong"
"PNP","CHOL","14",20930151,20945253,45,1,45,"14 : 20930151 - 20945253",3.8066624897703196,"Very strong"
"RAF1P1","CHOL","4",10256550,10258245,45,1,45,"4 : 10256550 - 10258245",3.8066624897703196,"Very strong"
"AC005049.1","CHOL","7",72818118,72818219,45,1,45,"7 : 72818118 - 72818219",3.8066624897703196,"Very strong"
"B4GALNT2","CHOL","17",47209822,47254202,45,1,45,"17 : 47209822 - 47254202",3.8066624897703196,"Very strong"
"CCNY","CHOL","10",35535953,35861597,45,1,45,"10 : 35535953 - 35861597",3.8066624897703196,"Very strong"
"ENSG00000243818","CHOL","3",142630958,142661379,45,1,45,"3 : 142630958 - 142661379",3.8066624897703196,"Very strong"
"ENSG00000249051","CHOL","4",74643353,74643777,45,1,45,"4 : 74643353 - 74643777",3.8066624897703196,"Very strong"
"ENSG00000249942","CHOL","4",75418301,75514664,45,1,45,"4 : 75418301 - 75514664",3.8066624897703196,"Very strong"
"ENSG00000267005","CHOL","19",36664308,36664755,45,1,45,"19 : 36664308 - 36664755",3.8066624897703196,"Very strong"
"IFT46","CHOL","11",118415243,118443685,45,1,45,"11 : 118415243 - 118443685",3.8066624897703196,"Very strong"
"PLCE1","CHOL","10",95753688,96092580,45,1,45,"10 : 95753688 - 96092580",3.8066624897703196,"Very strong"
"RNU4-80P","CHOL","15",59504847,59504987,45,1,45,"15 : 59504847 - 59504987",3.8066624897703196,"Very strong"
"SGIP1","CHOL","1",66998950,67216822,45,1,45,"1 : 66998950 - 67216822",3.8066624897703196,"Very strong"
"ANKRD17","CHOL","4",73939093,74124515,45,1,45,"4 : 73939093 - 74124515",3.8066624897703196,"Very strong"
"APOD","CHOL","3",195295576,195310904,45,1,45,"3 : 195295576 - 195310904",3.8066624897703196,"Very strong"
"ENSG00000239462","CHOL","3",98620889,98737406,45,1,45,"3 : 98620889 - 98737406",3.8066624897703196,"Very strong"
"HVCN1","CHOL","12",111065646,111142755,45,1,45,"12 : 111065646 - 111142755",3.8066624897703196,"Very strong"
"SSBP3","CHOL","1",54691105,54879152,45,1,45,"1 : 54691105 - 54879152",3.8066624897703196,"Very strong"
"TBC1D23","CHOL","3",99979836,100044095,45,1,45,"3 : 99979836 - 100044095",3.8066624897703196,"Very strong"
"ENSG00000226571","CHOL","6",139592499,139988421,45,1,45,"6 : 139592499 - 139988421",3.8066624897703196,"Very strong"
"ENSG00000257767","CHOL","12",112191694,112229222,45,1,45,"12 : 112191694 - 112229222",3.8066624897703196,"Very strong"
"ENSG00000264808","CHOL","17",27660928,27717795,45,1,45,"17 : 27660928 - 27717795",3.8066624897703196,"Very strong"
"JAZF1","CHOL","7",27870192,28220414,45,1,45,"7 : 27870192 - 28220414",3.8066624897703196,"Very strong"
"SOCS2","CHOL","12",93963590,93977263,45,1,45,"12 : 93963590 - 93977263",3.8066624897703196,"Very strong"
"TDRD15","CHOL","2",21346840,21367240,45,1,45,"2 : 21346840 - 21367240",3.8066624897703196,"Very strong"
"CLEC20A","CHOL","1",178448375,178468769,45,1,45,"1 : 178448375 - 178468769",3.8066624897703196,"Very strong"
"ENSG00000258526","CHOL","14",39901803,40859751,45,1,45,"14 : 39901803 - 40859751",3.8066624897703196,"Very strong"
"ENSG00000278431","CHOL","1",145470668,145473700,45,1,45,"1 : 145470668 - 145473700",3.8066624897703196,"Very strong"
"GEN1","CHOL","2",17935125,17970213,45,1,45,"2 : 17935125 - 17970213",3.8066624897703196,"Very strong"
"MUC4","CHOL","3",195473636,195538844,45,1,45,"3 : 195473636 - 195538844",3.8066624897703196,"Very strong"
"MYH7B","CHOL","20",33543613,33590240,45,1,45,"20 : 33543613 - 33590240",3.8066624897703196,"Very strong"
"MYL3","CHOL","3",46876601,46923668,45,1,45,"3 : 46876601 - 46923668",3.8066624897703196,"Very strong"
"PCBP1-AS1","CHOL","2",70187236,70330352,45,1,45,"2 : 70187236 - 70330352",3.8066624897703196,"Very strong"
"RNA5SP484","CHOL","20",39482759,39482869,45,1,45,"20 : 39482759 - 39482869",3.8066624897703196,"Very strong"
"SETD2","CHOL","3",47057918,47205603,45,1,45,"3 : 47057918 - 47205603",3.8066624897703196,"Very strong"
"ABRACL","CHOL","6",139349882,139364439,45,1,45,"6 : 139349882 - 139364439",3.8066624897703196,"Very strong"
"ADD1","CHOL","4",2845571,2931803,45,1,45,"4 : 2845571 - 2931803",3.8066624897703196,"Very strong"
"CFL2","CHOL","14",35178319,35184029,45,1,45,"14 : 35178319 - 35184029",3.8066624897703196,"Very strong"
"ENSG00000267053","CHOL","19",36748564,36812178,45,1,45,"19 : 36748564 - 36812178",3.8066624897703196,"Very strong"
"LINC02543","CHOL","6",15995175,16000028,45,1,45,"6 : 15995175 - 16000028",3.8066624897703196,"Very strong"
"LPIN2","CHOL","18",2885294,3013142,45,1,45,"18 : 2885294 - 3013142",3.8066624897703196,"Very strong"
"PGS1","CHOL","17",76374730,76421195,45,1,45,"17 : 76374730 - 76421195",3.8066624897703196,"Very strong"
"WDR43","CHOL","2",29117533,29171085,45,1,45,"2 : 29117533 - 29171085",3.8066624897703196,"Very strong"
"ALOX15","CHOL","17",4534214,4545589,45,1,45,"17 : 4534214 - 4545589",3.8066624897703196,"Very strong"
"CSF1","CHOL","1",110452864,110473614,45,1,45,"1 : 110452864 - 110473614",3.8066624897703196,"Very strong"
"CUL2","CHOL","10",35297432,35415934,45,1,45,"10 : 35297432 - 35415934",3.8066624897703196,"Very strong"
"ENSG00000250348","CHOL","5",75581367,75607287,45,1,45,"5 : 75581367 - 75607287",3.8066624897703196,"Very strong"
"FLACC1","CHOL","2",202152994,202222121,45,1,45,"2 : 202152994 - 202222121",3.8066624897703196,"Very strong"
"KLHDC7A","CHOL","1",18807424,18812468,45,1,45,"1 : 18807424 - 18812468",3.8066624897703196,"Very strong"
"MIR193BHG","CHOL","16",14395246,14424924,45,1,45,"16 : 14395246 - 14424924",3.8066624897703196,"Very strong"
"PCMTD2","CHOL","20",62887048,62936173,45,1,45,"20 : 62887048 - 62936173",3.8066624897703196,"Very strong"
"RASSF1-AS1","CHOL","3",50374942,50375731,45,1,45,"3 : 50374942 - 50375731",3.8066624897703196,"Very strong"
"ENSG00000270422","CHOL","2",31876450,31876931,45,1,45,"2 : 31876450 - 31876931",3.8066624897703196,"Very strong"
"LAMC1","CHOL","1",182992555,183114727,45,1,45,"1 : 182992555 - 183114727",3.8066624897703196,"Very strong"
"PLEC","CHOL","8",144989321,145050902,45,1,45,"8 : 144989321 - 145050902",3.8066624897703196,"Very strong"
"CRAT","CHOL","9",131856421,131873468,45,1,45,"9 : 131856421 - 131873468",3.8066624897703196,"Very strong"
"DTNBP1","CHOL","6",15523038,15663289,45,1,45,"6 : 15523038 - 15663289",3.8066624897703196,"Very strong"
"ENSG00000259353","CHOL","15",59149030,59157262,45,1,45,"15 : 59149030 - 59157262",3.8066624897703196,"Very strong"
"ENSG00000288714","CHOL","6",140469627,141106558,45,1,45,"6 : 140469627 - 141106558",3.8066624897703196,"Very strong"
"ETV1","CHOL","7",13930854,14031050,45,1,45,"7 : 13930854 - 14031050",3.8066624897703196,"Very strong"
"GRM5P1","CHOL","11",49582370,49831969,45,1,45,"11 : 49582370 - 49831969",3.8066624897703196,"Very strong"
"MICAL3","CHOL","22",18270415,18507327,45,1,45,"22 : 18270415 - 18507327",3.8066624897703196,"Very strong"
"PCSK5","CHOL","9",78505560,78977891,45,1,45,"9 : 78505560 - 78977891",3.8066624897703196,"Very strong"
"RAB10","CHOL","2",26256953,26360323,45,1,45,"2 : 26256953 - 26360323",3.8066624897703196,"Very strong"
"SLC39A7","CHOL","6",33168082,33172216,45,1,45,"6 : 33168082 - 33172216",3.8066624897703196,"Very strong"
"AC105227.1","CHOL","18",47927311,47927418,45,1,45,"18 : 47927311 - 47927418",3.8066624897703196,"Very strong"
"BANK1","CHOL","4",102332443,102995969,45,1,45,"4 : 102332443 - 102995969",3.8066624897703196,"Very strong"
"CD163L1","CHOL","12",7499281,7632493,45,1,45,"12 : 7499281 - 7632493",3.8066624897703196,"Very strong"
"COL7A1","CHOL","3",48601506,48632762,45,1,45,"3 : 48601506 - 48632762",3.8066624897703196,"Very strong"
"DUSP8","CHOL","11",1575281,1593501,45,1,45,"11 : 1575281 - 1593501",3.8066624897703196,"Very strong"
"PDLIM1P4","CHOL","3",98501032,98502037,45,1,45,"3 : 98501032 - 98502037",3.8066624897703196,"Very strong"
"RNU6-1180P","CHOL","2",113844382,113844488,45,1,45,"2 : 113844382 - 113844488",3.8066624897703196,"Very strong"
"RPL7P41","CHOL","12",53279213,53280169,45,1,45,"12 : 53279213 - 53280169",3.8066624897703196,"Very strong"
"SPINK5","CHOL","5",147405246,147516945,45,1,45,"5 : 147405246 - 147516945",3.8066624897703196,"Very strong"
"AC134300.1","CHOL","16",19901823,19901919,45,1,45,"16 : 19901823 - 19901919",3.8066624897703196,"Very strong"
"ENSG00000268416","CHOL","19",20929729,20938056,45,1,45,"19 : 20929729 - 20938056",3.8066624897703196,"Very strong"
"LYPD4","CHOL","19",42341148,42348760,45,1,45,"19 : 42341148 - 42348760",3.8066624897703196,"Very strong"
"LYPD4","CHOL","19",42341148,42348760,45,1,45,"19 : 42341148 - 42348760",3.8066624897703196,"Very strong"
"SH2B2","CHOL","7",101928382,101962178,45,1,45,"7 : 101928382 - 101962178",3.8066624897703196,"Very strong"
"ST3GAL1P1","CHOL","4",68582093,68583106,45,1,45,"4 : 68582093 - 68583106",3.8066624897703196,"Very strong"
"ST3GAL4","CHOL","11",126225535,126310239,45,1,45,"11 : 126225535 - 126310239",3.8066624897703196,"Very strong"
"TMEM132B","CHOL","12",125670932,126146923,45,1,45,"12 : 125670932 - 126146923",3.8066624897703196,"Very strong"
"ZFP91P1","CHOL","2",128598180,128599337,45,1,45,"2 : 128598180 - 128599337",3.8066624897703196,"Very strong"
"AMBN","CHOL","4",71457973,71473005,45,1,45,"4 : 71457973 - 71473005",3.8066624897703196,"Very strong"
"CREB3L2","CHOL","7",137559725,137686832,45,1,45,"7 : 137559725 - 137686832",3.8066624897703196,"Very strong"
"DNMT3B","CHOL","20",31350191,31397165,45,1,45,"20 : 31350191 - 31397165",3.8066624897703196,"Very strong"
"ENSG00000125695","CHOL","17",61780205,61829457,45,1,45,"17 : 61780205 - 61829457",3.8066624897703196,"Very strong"
"ENSG00000254710","CHOL","11",123059510,123099210,45,1,45,"11 : 123059510 - 123099210",3.8066624897703196,"Very strong"
"GAREM1","CHOL","18",29704840,30050845,45,1,45,"18 : 29704840 - 30050845",3.8066624897703196,"Very strong"
"HIST1H4K","CHOL","6",27798952,27799305,45,1,45,"6 : 27798952 - 27799305",3.8066624897703196,"Very strong"
"HNRNPA1P55","CHOL","4",74804321,74805275,45,1,45,"4 : 74804321 - 74805275",3.8066624897703196,"Very strong"
"ITPR2","CHOL","12",26488285,26986127,45,1,45,"12 : 26488285 - 26986127",3.8066624897703196,"Very strong"
"POU2F2","CHOL","19",42590262,42700737,45,1,45,"19 : 42590262 - 42700737",3.8066624897703196,"Very strong"
"RNU4ATAC9P","CHOL","4",73830895,73831020,45,1,45,"4 : 73830895 - 73831020",3.8066624897703196,"Very strong"
"RNU6-1228P","CHOL","9",77812987,77813093,45,1,45,"9 : 77812987 - 77813093",3.8066624897703196,"Very strong"
"TRIM49B","CHOL","11",49049053,49060003,45,1,45,"11 : 49049053 - 49060003",3.8066624897703196,"Very strong"
"AL035681.1","CHOL","22",41685388,41685686,45,1,45,"22 : 41685388 - 41685686",3.8066624897703196,"Very strong"
"CLLU1-AS1","CHOL","12",92813870,92821924,45,1,45,"12 : 92813870 - 92821924",3.8066624897703196,"Very strong"
"CTSB","CHOL","8",11700033,11727042,45,1,45,"8 : 11700033 - 11727042",3.8066624897703196,"Very strong"
"ENSG00000286915","CHOL","3",136497023,136525150,45,1,45,"3 : 136497023 - 136525150",3.8066624897703196,"Very strong"
"IHO1","CHOL","3",49235861,49295539,45,1,45,"3 : 49235861 - 49295539",3.8066624897703196,"Very strong"
"NOX4P1","CHOL","11",49327266,49401040,45,1,45,"11 : 49327266 - 49401040",3.8066624897703196,"Very strong"
"RP11-231C14.10","CHOL","16",28352755,29381593,45,1,45,"16 : 28352755 - 29381593",3.8066624897703196,"Very strong"
"RPUSD4","CHOL","11",126071991,126081587,45,1,45,"11 : 126071991 - 126081587",3.8066624897703196,"Very strong"
"ENSG00000288866","CHOL","2",190304506,190305852,45,1,45,"2 : 190304506 - 190305852",3.8066624897703196,"Very strong"
"GIPC2","CHOL","1",78445226,78604128,45,1,45,"1 : 78445226 - 78604128",3.8066624897703196,"Very strong"
"HMBOX1","CHOL","8",28747912,28922281,45,1,45,"8 : 28747912 - 28922281",3.8066624897703196,"Very strong"
"IL7R","CHOL","5",35852797,35879705,45,1,45,"5 : 35852797 - 35879705",3.8066624897703196,"Very strong"
"JPH2","CHOL","20",42735230,42815828,45,1,45,"20 : 42735230 - 42815828",3.8066624897703196,"Very strong"
"LINC01755","CHOL","1",56333927,56415792,45,1,45,"1 : 56333927 - 56415792",3.8066624897703196,"Very strong"
"LRRC1","CHOL","6",53659295,53788923,45,1,45,"6 : 53659295 - 53788923",3.8066624897703196,"Very strong"
"OR4A16","CHOL","11",55110677,55111663,45,1,45,"11 : 55110677 - 55111663",3.8066624897703196,"Very strong"
"PPA1","CHOL","10",71962591,71993667,45,1,45,"10 : 71962591 - 71993667",3.8066624897703196,"Very strong"
"RAF1","CHOL","3",12623600,12705700,45,1,45,"3 : 12623600 - 12705700",3.8066624897703196,"Very strong"
"SH2D3C","CHOL","9",130500596,130540989,45,1,45,"9 : 130500596 - 130540989",3.8066624897703196,"Very strong"
"SLC7A13","CHOL","8",87226292,87333375,45,1,45,"8 : 87226292 - 87333375",3.8066624897703196,"Very strong"
"TET1","CHOL","10",70320094,70454244,45,1,45,"10 : 70320094 - 70454244",3.8066624897703196,"Very strong"
"TNFAIP1","CHOL","17",26662628,26674035,45,1,45,"17 : 26662628 - 26674035",3.8066624897703196,"Very strong"
"AKIRIN1","CHOL","1",39456948,39471731,45,1,45,"1 : 39456948 - 39471731",3.8066624897703196,"Very strong"
"CYP4A11","CHOL","1",47394849,47407156,45,1,45,"1 : 47394849 - 47407156",3.8066624897703196,"Very strong"
"ENSG00000290007","CHOL","7",155029979,155044185,45,1,45,"7 : 155029979 - 155044185",3.8066624897703196,"Very strong"
"FASLG","CHOL","1",172628243,172636016,45,1,45,"1 : 172628243 - 172636016",3.8066624897703196,"Very strong"
"LAMTOR3","CHOL","4",100799493,100815585,45,1,45,"4 : 100799493 - 100815585",3.8066624897703196,"Very strong"
"MAPK4","CHOL","18",48086457,48258196,45,1,45,"18 : 48086457 - 48258196",3.8066624897703196,"Very strong"
"PNKD","CHOL","2",219134374,219211516,45,1,45,"2 : 219134374 - 219211516",3.8066624897703196,"Very strong"
"ATP2A3","CHOL","17",3827164,3867758,45,1,45,"17 : 3827164 - 3867758",3.8066624897703196,"Very strong"
"ENSG00000225236","CHOL","11",116988510,116989897,45,1,45,"11 : 116988510 - 116989897",3.8066624897703196,"Very strong"
"ETV6","CHOL","12",11802608,12048311,45,1,45,"12 : 11802608 - 12048311",3.8066624897703196,"Very strong"
"IFT122P2","CHOL","3",129100141,129112992,45,1,45,"3 : 129100141 - 129112992",3.8066624897703196,"Very strong"
"OR4A46P","CHOL","11",48517900,48518832,45,1,45,"11 : 48517900 - 48518832",3.8066624897703196,"Very strong"
"OR5V1","CHOL","6",29321526,29399744,45,1,45,"6 : 29321526 - 29399744",3.8066624897703196,"Very strong"
"PHC1","CHOL","12",9066492,9094063,45,1,45,"12 : 9066492 - 9094063",3.8066624897703196,"Very strong"
"RETREG3","CHOL","17",40731531,40762641,45,1,45,"17 : 40731531 - 40762641",3.8066624897703196,"Very strong"
"STRA8","CHOL","7",134916731,134943415,45,1,45,"7 : 134916731 - 134943415",3.8066624897703196,"Very strong"
"BTF3P13","CHOL","4",99661893,99662382,45,1,45,"4 : 99661893 - 99662382",3.8066624897703196,"Very strong"
"ENSG00000269043","CHOL","19",20615358,20753901,45,1,45,"19 : 20615358 - 20753901",3.8066624897703196,"Very strong"
"OR4S1","CHOL","11",48327775,48328704,45,1,45,"11 : 48327775 - 48328704",3.8066624897703196,"Very strong"
"RN7SL278P","CHOL","15",77269258,77269551,45,1,45,"15 : 77269258 - 77269551",3.8066624897703196,"Very strong"
"BRCA2","CHOL","13",32889223,32974405,45,1,45,"13 : 32889223 - 32974405",3.8066624897703196,"Very strong"
"ENSG00000285783","CHOL","4",145032192,145792105,45,1,45,"4 : 145032192 - 145792105",3.8066624897703196,"Very strong"
"IPO4","CHOL","14",24649425,24658075,45,1,45,"14 : 24649425 - 24658075",3.8066624897703196,"Very strong"
"MESTIT1","CHOL","7",130125883,130130874,45,1,45,"7 : 130125883 - 130130874",3.8066624897703196,"Very strong"
"NT5C3A","CHOL","7",33053742,33102408,45,1,45,"7 : 33053742 - 33102408",3.8066624897703196,"Very strong"
"RRBP1","CHOL","20",17594323,17662940,45,1,45,"20 : 17594323 - 17662940",3.8066624897703196,"Very strong"
"TTC9-DT","CHOL","14",71075515,71108015,45,1,45,"14 : 71075515 - 71108015",3.8066624897703196,"Very strong"
"DIP2B","CHOL","12",50898768,51142440,45,1,45,"12 : 50898768 - 51142440",3.8066624897703196,"Very strong"
"FAM162B","CHOL","6",117073360,117086882,45,1,45,"6 : 117073360 - 117086882",3.8066624897703196,"Very strong"
"GAS6","CHOL","13",114523522,114567049,45,1,45,"13 : 114523522 - 114567049",3.8066624897703196,"Very strong"
"GCC2","CHOL","2",109065563,109125871,45,1,45,"2 : 109065563 - 109125871",3.8066624897703196,"Very strong"
"LASP1","CHOL","17",37026112,37078023,45,1,45,"17 : 37026112 - 37078023",3.8066624897703196,"Very strong"
"LLGL1","CHOL","17",18128949,18148189,45,1,45,"17 : 18128949 - 18148189",3.8066624897703196,"Very strong"
"ENSG00000228008","CHOL","3",49941278,49954370,45,1,45,"3 : 49941278 - 49954370",3.8066624897703196,"Very strong"
